ID,Full Name,name_strict,strict_key,is_strict_dup,strict_group_size
2355,Pablo García González,pablo garcia gonzalez,pablo garcia gonzalez,False,1
2356,José Pérez Muñoz,jose perez munoz,jose perez munoz,False,1
2357,Pedro Rodríguez,pedro rodriguez,pedro rodriguez,True,7
2358,Carlos Fernández Gutiérrez,carlos fernandez gutierrez,carlos fernandez gutierrez,False,2
2359,Ana López,ana lopez,ana lopez,True,6
2360,Fernando López,fernando lopez,fernando lopez,True,7
2361,Pilar Jiménez Sánchez,pilar jimenez sanchez,pilar jimenez sanchez,False,1
2362,Pablo Pérez Gómez,pablo perez gomez,pablo perez gomez,False,1
2363,Pilar Romero,pilar romero,pilar romero,True,6
2364,Pablo Álvarez Gutiérrez,pablo alvarez gutierrez,pablo alvarez gutierrez,False,1
2365,Pilar García,pilar garcia,pilar garcia,True,5
2366,Marta López,marta lopez,marta lopez,True,3
2367,Pilar Sánchez,pilar sanchez,pilar sanchez,True,12
2368,Carmen Sánchez Romero,carmen sanchez romero,carmen sanchez romero,False,1
2369,Marta Gómez,marta gomez,marta gomez,True,5
2370,Luis Muñoz,luis munoz,luis munoz,True,6
2371,Elena Gómez García,elena gomez garcia,elena gomez garcia,False,1
2372,Pablo Álvarez,pablo alvarez,pablo alvarez,True,6
2373,Fernando Rodríguez,fernando rodriguez,fernando rodriguez,True,11
2374,Isabel Rodríguez #Alonso,isabel rodriguez alonso,isabel rodriguez alonso,False,1
2375,Pedro Ruiz Jiménez,pedro ruiz jimenez,pedro ruiz jimenez,False,1
2376,Lic. Francisco Álvarez,francisco alvarez,francisco alvarez,True,8
2377,Rafael López Martínez,rafael lopez martinez,rafael lopez martinez,False,1
2378,Carmen Muñoz Alonso,carmen munoz alonso,carmen munoz alonso,True,2
2379,Dr. Javier Sánchez Romero,javier sanchez romero,javier sanchez romero,False,1
2380,Fernando Gómez Gómez,fernando gomez gomez,fernando gomez gomez,False,2
2381,Pilar González Gutiérrez,pilar gonzalez gutierrez,pilar gonzalez gutierrez,False,1
2382,Javier Álvarez García,javier alvarez garcia,javier alvarez garcia,True,2
2383,Elena Moreno Martínez,elena moreno martinez,elena moreno martinez,False,2
2384,Ana Sánchez,ana sanchez,ana sanchez,True,6
2385,Ana Moreno Romero,ana moreno romero,ana moreno romero,True,2
2386,Col. Pablo García Romero,col pablo garcia romero,col pablo garcia romero,False,1
2387,Pedro Fernández,pedro fernandez,pedro fernandez,True,5
2388,Sofía Hernández Rodríguez,sofia hernandez rodriguez,sofia hernandez rodriguez,False,1
2389,Sofía Día=z,sofia dia z,sofia dia z,False,1
2390,María Martínez Díaz,maria martinez diaz,maria martinez diaz,False,1
2391,Fernando Muñoz,fernando munoz,fernando munoz,True,5
2392,Luis Gómez Jiménez,luis gomez jimenez,luis gomez jimenez,False,1
2393,José Martínez,jose martinez,jose martinez,False,7
2394,Pedro Álvarez,pedro alvarez,pedro alvarez,True,6
2395,Lic. Pablo Pérez Alonso,pablo perez alonso,pablo perez alonso,False,1
2396,Teresa Ruiz Álvarez,teresa ruiz alvarez,teresa ruiz alvarez,False,1
2397,Carlos López,carlos lopez,carlos lopez,True,4
2398,Juan García,juan garcia,juan garcia,True,5
2399,Lucía Hernández Pérez,lucia hernandez perez,lucia hernandez perez,False,1
2400,Javier González Rome%ro,javier gonzalez rome ro,javier gonzalez rome ro,False,1
2401,Luis Gutiérrez Pérez,luis gutierrez perez,luis gutierrez perez,False,1
2402,José Martínez,jose martinez,jose martinez,True,7
2403,Carmen Hernández,carmen hernandez,carmen hernandez,True,8
2404,Sofía Díaz,sofia diaz,sofia diaz,True,6
2405,Marta   García Hernández,marta garcia hernandez,marta garcia hernandez,False,1
2406,Col. Pilar González Ruiz,col pilar gonzalez ruiz,col pilar gonzalez ruiz,False,1
2407,Fernando Ruiz Díaz,fernando ruiz diaz,fernando ruiz diaz,False,1
2408,Pablo Álvarez López,pablo alvarez lopez,pablo alvarez lopez,False,2
2409,Teresa Sánchez,teresa sanchez,teresa sanchez,True,4
2410,Dr. Sofía Pérez,sofia perez,sofia perez,True,5
2411,Elena Sánchez Gutiérrez,elena sanchez gutierrez,elena sanchez gutierrez,False,1
2412,María Martín,maria martin,maria martin,True,8
2413,Javier Pérez Ruiz,javier perez ruiz,javier perez ruiz,True,3
2414,Ca@rmen Hernández,ca rmen hernandez,ca rmen hernandez,False,1
2415,Lucía García Hernández,lucia garcia hernandez,lucia garcia hernandez,False,2
2416,Lucía Fernández Pérez,lucia fernandez perez,lucia fernandez perez,False,2
2417,José Pérez,jose perez,jose perez,True,8
2418,Ana Jiménez,ana jimenez,ana jimenez,True,6
2419,Carmen Martínez Martín,carmen martinez martin,carmen martinez martin,False,1
2420,Ana Álvarez,ana alvarez,ana alvarez,True,8
2421,Javier López,javier lopez,javier lopez,True,6
2422,Juan Hernández,juan hernandez,juan hernandez,True,8
2423,Pilar López,pilar lopez,pilar lopez,True,8
2424,Isabel Rodríguez Hernández,isabel rodriguez hernandez,isabel rodriguez hernandez,True,2
2425,Fernando Martín,fernando martin,fernando martin,True,7
2426,Javier Romero Hernández,javier romero hernandez,javier romero hernandez,True,2
2427,Isabel Gutiérrez,isabel gutierrez,isabel gutierrez,True,6
2428,Pilar Jiménez,pilar jimenez,pilar jimenez,True,7
2429,Pablo Sánchez,pablo sanchez,pablo sanchez,True,6
2430,Rafael Pérez,rafael perez,rafael perez,True,8
2431,Pilar Romero,pilar romero,pilar romero,True,6
2432,Marta Rodríguez,marta rodriguez,marta rodriguez,True,4
2433,Carlos Martín Álvarez,carlos martin alvarez,carlos martin alvarez,False,1
2434,Lic. José López,jose lopez,jose lopez,True,5
2435,Ana García,ana garcia,ana garcia,False,6
2436,Isabel  Ruiz García,isabel ruiz garcia,isabel ruiz garcia,False,1
2437,Pablo Gómez,pablo gomez,pablo gomez,True,7
2438,Juan Martín,juan martin,juan martin,False,4
2439,José Jiménez Martínez,jose jimenez martinez,jose jimenez martinez,False,1
2440,María Pérez Rodríguez,maria perez rodriguez,maria perez rodriguez,False,1
2441,Rafael Rodríguez,rafael rodriguez,rafael rodriguez,True,10
2442,María Rodríguez,maria rodriguez,maria rodriguez,True,8
2443,Sofía Sánchez,sofia sanchez,sofia sanchez,True,9
2444,Lic. Pablo Sánchez,pablo sanchez,pablo sanchez,True,6
2445,Sofía Ruiz Martínez,sofia ruiz martinez,sofia ruiz martinez,False,1
2446,Pablo Romero López,pablo romero lopez,pablo romero lopez,False,1
2447,Dr. Teresa Fernández Fernández,teresa fernandez fernandez,teresa fernandez fernandez,False,1
2448,Carmen Hernández Muñoz,carmen hernandez munoz,carmen hernandez munoz,False,1
2449,Pilar Hernández,pilar hernandez,pilar hernandez,True,9
2450,Juan Hernández,juan hernandez,juan hernandez,True,8
2451,Carmen Álvarez,carmen alvarez,carmen alvarez,True,2
2452,Pilar García,pilar garcia,pilar garcia,True,5
2453,Pablo Martínez Díaz,pablo martinez diaz,pablo martinez diaz,False,1
2454,Pablo Gutiérrez Moreno,pablo gutierrez moreno,pablo gutierrez moreno,True,2
2455,Pablo Pérez Jiménez,pablo perez jimenez,pablo perez jimenez,False,1
2456,Teresa Romero Martín,teresa romero martin,teresa romero martin,False,2
2457,Dr. Javier Gutiérrez,javier gutierrez,javier gutierrez,True,9
2458,Pedro Sánchez Álvarez,pedro sanchez alvarez,pedro sanchez alvarez,False,1
2459,Lucía Martínez,lucia martinez,lucia martinez,True,7
2460,María Rodríguez Álvarez,maria rodriguez alvarez,maria rodriguez alvarez,False,1
2461,Carlos Martín,carlos martin,carlos martin,False,3
2462,Isabel González Sánchez,isabel gonzalez sanchez,isabel gonzalez sanchez,False,1
2463,Pablo Hernández Jiménez,pablo hernandez jimenez,pablo hernandez jimenez,False,1
2464,Marta Gutiérrez,marta gutierrez,marta gutierrez,True,5
2465,María Álvarez,maria alvarez,maria alvarez,True,4
2466,Fernando Alonso Gómez,fernando alonso gomez,fernando alonso gomez,False,1
2467,Juan García Muñoz,juan garcia munoz,juan garcia munoz,False,1
2468,Lic. Elena Hernández Díaz,elena hernandez diaz,elena hernandez diaz,False,1
2469,Sofía Fernández,sofia fernandez,sofia fernandez,True,6
2470,Isabel Pérez,isabel perez,isabel perez,True,7
2471,Fernando Martín Moreno,fernando martin moreno,fernando martin moreno,False,1
2472,Lucía Álvarez,lucia alvarez,lucia alvarez,True,5
2473,Carl=os Muñoz Ruiz,carl os munoz ruiz,carl os munoz ruiz,False,1
2474,Carmen Jiménez,carmen jimenez,carmen jimenez,True,7
2475,Sr. Teresa Rodríguez,teresa rodriguez,teresa rodriguez,False,4
2476,José Moreno García,jose moreno garcia,jose moreno garcia,False,1
2477,Francisco López Gómez,francisco lopez gomez,francisco lopez gomez,False,2
2478,Juan Rodríguez García,juan rodriguez garcia,juan rodriguez garcia,False,1
2479,Pablo Fernández,pablo fernandez,pablo fernandez,True,4
2480,Francisco Moreno,francisco moreno,francisco moreno,True,9
2481,Isabel López,isabel lopez,isabel lopez,True,9
2482,Luis Martínez Gómez,luis martinez gomez,luis martinez gomez,False,1
2483,Fernando Alonso Gutiérrez,fernando alonso gutierrez,fernando alonso gutierrez,False,1
2484,Sra. Javier Hernández Rodríguez,javier hernandez rodriguez,javier hernandez rodriguez,True,2
2485,Teresa Martín García,teresa martin garcia,teresa martin garcia,False,1
2486,María Jiménez,maria jimenez,maria jimenez,True,11
2487,María Gutiérrez,maria gutierrez,maria gutierrez,False,3
2488,Ana Pérez Sánchez,ana perez sanchez,ana perez sanchez,False,1
2489,Carmen Fernández López,carmen fernandez lopez,carmen fernandez lopez,False,1
2490,Isabel Sánchez,isabel sanchez,isabel sanchez,True,7
2491,Lucía Muñoz Romero,lucia munoz romero,lucia munoz romero,False,2
2492,Lucía Ruiz Romero,lucia ruiz romero,lucia ruiz romero,True,3
2493,Pilar Fernández García,pilar fernandez garcia,pilar fernandez garcia,False,1
2494,Luis Sánchez García,luis sanchez garcia,luis sanchez garcia,False,1
2495,José Ruiz,jose ruiz,jose ruiz,True,8
2496,Pablo Martín,pablo martin,pablo martin,True,12
2497,Marta Álvarez,marta alvarez,marta alvarez,True,6
2498,Lucía Moreno,lucia moreno,lucia moreno,True,8
2499,Sr. Pilar Martín Gómez,pilar martin gomez,pilar martin gomez,False,1
2500,Isabel M$artínez Álvarez,isabel m artinez alvarez,isabel m artinez alvarez,False,1
2501,Javier Fernández,javier fernandez,javier fernandez,True,9
2502,Pedro Moreno González,pedro moreno gonzalez,pedro moreno gonzalez,True,3
2503,Rafael Fernández,rafael fernandez,rafael fernandez,True,4
2504,Elena Rodríguez,elena rodriguez,elena rodriguez,True,9
2505,Javier Jiménez Fernández,javier jimenez fernandez,javier jimenez fernandez,False,1
2506,María Hernández,maria hernandez,maria hernandez,True,5
2507,Fernando Rodríguez Álvarez,fernando rodriguez alvarez,fernando rodriguez alvarez,False,1
2508,Pilar López Jiménez,pilar lopez jimenez,pilar lopez jimenez,False,1
2509,Luis Martín Muñoz,luis martin munoz,luis martin munoz,False,1
2510,José Sánchez García,jose sanchez garcia,jose sanchez garcia,False,1
2511,Fernando Fernández Romero,fernando fernandez romero,fernando fernandez romero,False,1
2512,Javier Ruiz,javier ruiz,javier ruiz,True,5
2513,Lucía López Hernández,lucia lopez hernandez,lucia lopez hernandez,True,2
2514,Pedro Martín,pedro martin,pedro martin,True,6
2515,Fernando Martínez,fernando martinez,fernando martinez,True,4
2516,Pedro Rodríguez,pedro rodriguez,pedro rodriguez,True,7
2517,Lucía Gutiérrez,lucia gutierrez,lucia gutierrez,True,11
2518,Lic. Carmen Gutiérrez Gutiérrez,carmen gutierrez gutierrez,carmen gutierrez gutierrez,False,1
2519,Luis Gómez Pérez,luis gomez perez,luis gomez perez,True,3
2520,Luis Fernández,luis fernandez,luis fernandez,True,9
2521,Lic. Fernando Sánchez Díaz,fernando sanchez diaz,fernando sanchez diaz,True,2
2522,Sofía López,sofia lopez,sofia lopez,True,5
2523,Luis González Rodríguez,luis gonzalez rodriguez,luis gonzalez rodriguez,False,1
2524,María Gómez,maria gomez,maria gomez,True,4
2525,Elena Muñoz Moreno,elena munoz moreno,elena munoz moreno,False,1
2526,Luis   Romero,luis romero,luis romero,True,6
2527,José Moreno,jose moreno,jose moreno,True,12
2528,Fernando Pérez,fernando perez,fernando perez,True,6
2529,Carlos Díaz Gutiérrez,carlos diaz gutierrez,carlos diaz gutierrez,False,1
2530,Elena Rodríguez,elena rodriguez,elena rodriguez,True,9
2531,Pablo Jiménez,pablo jimenez,pablo jimenez,True,8
2532,Ana Díaz Díaz,ana diaz diaz,ana diaz diaz,False,1
2533,Marta Sánchez,marta sanchez,marta sanchez,True,13
2534,Pilar García Díaz,pilar garcia diaz,pilar garcia diaz,False,1
2535,María Martínez,maria martinez,maria martinez,True,11
2536,Dr. Sofía Sánchez Pérez,sofia sanchez perez,sofia sanchez perez,False,1
2537,Lucía Gutiérrez,lucia gutierrez,lucia gutierrez,True,11
2538,Javier Sánchez Moreno,javier sanchez moreno,javier sanchez moreno,False,1
2539,Ana García Dí=az,ana garcia di az,ana garcia di az,False,1
2540,Javier González,javier gonzalez,javier gonzalez,True,7
2541,Javier Hernández,javier hernandez,javier hernandez,True,3
2542,María  Ruiz,maria ruiz,maria ruiz,False,2
2543,Juan Gómez,juan gomez,juan gomez,False,3
2544,Elena García,elena garcia,elena garcia,True,4
2545,Mg. Carlos Muñoz,mg carlos munoz,mg carlos munoz,False,1
2546,Fernando Jiménez,fernando jimenez,fernando jimenez,True,2
2547,Juan  Moreno,juan moreno,juan moreno,True,6
2548,Rafael Martínez López,rafael martinez lopez,rafael martinez lopez,False,1
2549,Rafael Sánchez González,rafael sanchez gonzalez,rafael sanchez gonzalez,False,1
2550,Francisco Sánchez Hernández,francisco sanchez hernandez,francisco sanchez hernandez,False,1
2551,Javier Gutiérrez,javier gutierrez,javier gutierrez,True,9
2552,Juan Moreno Rodríguez,juan moreno rodriguez,juan moreno rodriguez,True,2
2553,José Díaz González,jose diaz gonzalez,jose diaz gonzalez,False,1
2554,José González,jose gonzalez,jose gonzalez,True,6
2555,Elena Pérez Alonso,elena perez alonso,elena perez alonso,True,2
2556,Teresa Álvarez,teresa alvarez,teresa alvarez,True,6
2557,Francisco López López,francisco lopez lopez,francisco lopez lopez,False,1
2558,Ana Rodríguez,ana rodriguez,ana rodriguez,True,6
2559,Marta Pérez,marta perez,marta perez,True,5
2560,Col. Carlos Fernández,col carlos fernandez,col carlos fernandez,False,1
2561,José Martín Martínez,jose martin martinez,jose martin martinez,False,1
2562,Sofía Ruiz Jiménez,sofia ruiz jimenez,sofia ruiz jimenez,False,1
2563,Elena Gutiérrez Martín,elena gutierrez martin,elena gutierrez martin,False,2
2564,Sra. Luis Jiménez,luis jimenez,luis jimenez,True,5
2565,Pablo Ruiz,pablo ruiz,pablo ruiz,True,9
2566,Elena Romero,elena romero,elena romero,True,7
2567,Ana Romero Jiménez,ana romero jimenez,ana romero jimenez,False,1
2568,Lucía Fernández Romero,lucia fernandez romero,lucia fernandez romero,False,1
2569,José Gómez,jose gomez,jose gomez,True,8
2570,Lucía Hernández,lucia hernandez,lucia hernandez,True,7
2571,Sra. Sofía Martínez,sofia martinez,sofia martinez,True,8
2572,Ana Rodríguez Alonso,ana rodriguez alonso,ana rodriguez alonso,False,1
2573,José Hernández Sánchez,jose hernandez sanchez,jose hernandez sanchez,False,1
2574,Marta Martínez Ruiz,marta martinez ruiz,marta martinez ruiz,False,1
2575,Luis Hernández,luis hernandez,luis hernandez,True,7
2576,Sofía García Sánchez,sofia garcia sanchez,sofia garcia sanchez,False,2
2577,Juan Ruiz,juan ruiz,juan ruiz,True,5
2578,Luis Jiménez Moreno,luis jimenez moreno,luis jimenez moreno,False,1
2579,Luis Moreno Pérez,luis moreno perez,luis moreno perez,False,1
2580,Pilar Fernández Hernández,pilar fernandez hernandez,pilar fernandez hernandez,False,1
2581,Fernando García Gutiérrez,fernando garcia gutierrez,fernando garcia gutierrez,False,1
2582,Luis Gutiérrez López,luis gutierrez lopez,luis gutierrez lopez,False,4
2583,Francisco Moreno,francisco moreno,francisco moreno,True,9
2584,Luis Ruiz,luis ruiz,luis ruiz,True,7
2585,Isabel Jiménez Gómez,isabel jimenez gomez,isabel jimenez gomez,False,1
2586,Carmen Fernández Sánchez,carmen fernandez sanchez,carmen fernandez sanchez,False,1
2587,Sofía Jiménez,sofia jimenez,sofia jimenez,True,6
2588,Pablo Alonso Gómez,pablo alonso gomez,pablo alonso gomez,False,1
2589,Carmen Jiménez,carmen jimenez,carmen jimenez,True,7
2590,Luis Ruiz Muñoz,luis ruiz munoz,luis ruiz munoz,False,1
2591,Francisco Martínez,francisco martinez,francisco martinez,True,7
2592,Pedro Romero,pedro romero,pedro romero,True,8
2593,José Pérez,jose perez,jose perez,True,8
2594,Lic. Lucía González Alonso,lucia gonzalez alonso,lucia gonzalez alonso,False,1
2595,Javier Pérez,javier perez,javier perez,True,4
2596,Javier Díaz Gómez,javier diaz gomez,javier diaz gomez,False,1
2597,Sofía González López,sofia gonzalez lopez,sofia gonzalez lopez,False,1
2598,Isabel Gutiérrez Díaz,isabel gutierrez diaz,isabel gutierrez diaz,False,1
2599,Juan Gutiérrez Gómez,juan gutierrez gomez,juan gutierrez gomez,False,1
2600,Fernando  Díaz,fernando diaz,fernando diaz,True,5
2601,Marta Martínez Muñoz,marta martinez munoz,marta martinez munoz,False,1
2602,Isabel Fernández,isabel fernandez,isabel fernandez,True,6
2603,Francisco Gómez Sánchez,francisco gomez sanchez,francisco gomez sanchez,False,2
2604,Francisco Romero González,francisco romero gonzalez,francisco romero gonzalez,False,2
2605,Sra. Sofía Jiménez Jiménez,sofia jimenez jimenez,sofia jimenez jimenez,False,1
2606,Ana Moreno González,ana moreno gonzalez,ana moreno gonzalez,True,2
2607,Luis Hernández Pérez,luis hernandez perez,luis hernandez perez,False,2
2608,Pedro Gutiérrez Jiménez,pedro gutierrez jimenez,pedro gutierrez jimenez,True,2
2609,Teresa López Moreno,teresa lopez moreno,teresa lopez moreno,False,1
2610,Pilar Moreno,pilar moreno,pilar moreno,True,8
2611,Elena Alonso Romero,elena alonso romero,elena alonso romero,False,1
2612,Carlos Fernández,carlos fernandez,carlos fernandez,True,6
2613,Francisco Rodríguez Gutiérrez,francisco rodriguez gutierrez,francisco rodriguez gutierrez,False,1
2614,José J$iménez Hernández,jose j imenez hernandez,jose j imenez hernandez,False,1
2615,Teresa Álvarez,teresa alvarez,teresa alvarez,True,6
2616,Teresa Alonso,teresa alonso,teresa alonso,True,7
2617,María Díaz Hernández,maria diaz hernandez,maria diaz hernandez,False,1
2618,José Muñoz González,jose munoz gonzalez,jose munoz gonzalez,False,1
2619,Pablo Martínez Alonso,pablo martinez alonso,pablo martinez alonso,False,1
2620,Sofía Fernández Sánchez,sofia fernandez sanchez,sofia fernandez sanchez,False,1
2621,Col. Sofía Alonso,col sofia alonso,col sofia alonso,False,1
2622,Sra. Luis Gutiérrez,luis gutierrez,luis gutierrez,True,3
2623,Pilar González Alonso,pilar gonzalez alonso,pilar gonzalez alonso,False,1
2624,Luis García,luis garcia,luis garcia,True,5
2625,Ana Martín Muñoz,ana martin munoz,ana martin munoz,False,2
2626,Marta García López,marta garcia lopez,marta garcia lopez,True,2
2627,Ana Martín,ana martin,ana martin,True,3
2628,Juan Jiménez,juan jimenez,juan jimenez,True,6
2629,Lic. Isabel Muñoz Ruiz,isabel munoz ruiz,isabel munoz ruiz,False,1
2630,José Moreno Muñoz,jose moreno munoz,jose moreno munoz,True,2
2631,Lucía Ruiz Martín,lucia ruiz martin,lucia ruiz martin,False,1
2632,Javier Martín Fernández,javier martin fernandez,javier martin fernandez,False,1
2633,Pilar García Martínez,pilar garcia martinez,pilar garcia martinez,True,2
2634,Lic. Luis Fernández Moreno,luis fernandez moreno,luis fernandez moreno,False,1
2635,Marta Gómez López,marta gomez lopez,marta gomez lopez,False,1
2636,Carmen Pérez,carmen perez,carmen perez,True,8
2637,Francisco Hernández Muñoz,francisco hernandez munoz,francisco hernandez munoz,False,1
2638,Col. Pilar Díaz,col pilar diaz,col pilar diaz,False,1
2639,Luis Ruiz,luis ruiz,luis ruiz,True,7
2640,Rafael Ruiz,rafael ruiz,rafael ruiz,True,8
2641,Carlos Fernández Gutiérrez,carlos fernandez gutierrez,carlos fernandez gutierrez,True,2
2642,Pablo Díaz García,pablo diaz garcia,pablo diaz garcia,False,1
2643,Isabel Martín Moreno,isabel martin moreno,isabel martin moreno,True,2
2644,María Jiménez Gutiérrez,maria jimenez gutierrez,maria jimenez gutierrez,False,1
2645,Elena Muñoz Alonso,elena munoz alonso,elena munoz alonso,False,1
2646,Pilar González,pilar gonzalez,pilar gonzalez,True,7
2647,Luis Jiménez González,luis jimenez gonzalez,luis jimenez gonzalez,False,1
2648,Ana Álvarez Fernández,ana alvarez fernandez,ana alvarez fernandez,True,2
2649,Francisco Jiménez,francisco jimenez,francisco jimenez,True,6
2650,Javier   López,javier lopez,javier lopez,True,6
2651,Teresa Sánchez Jiménez,teresa sanchez jimenez,teresa sanchez jimenez,False,1
2652,Javier Gutiérrez,javier gutierrez,javier gutierrez,True,9
2653,Carmen Díaz Martín,carmen diaz martin,carmen diaz martin,False,1
2654,Javier Álvarez Hernández,javier alvarez hernandez,javier alvarez hernandez,False,1
2655,Lic. Juan Pérez Ruiz,juan perez ruiz,juan perez ruiz,False,1
2656,Elena Díaz,elena diaz,elena diaz,True,7
2657,Isabel Martínez,isabel martinez,isabel martinez,True,6
2658,Sr. Teresa Muñoz,teresa munoz,teresa munoz,True,6
2659,José Fernández,jose fernandez,jose fernandez,True,9
2660,Fernando García,fernando garcia,fernando garcia,True,10
2661,Pedro Ruiz,pedro ruiz,pedro ruiz,True,7
2662,Carlos Alonso,carlos alonso,carlos alonso,True,7
2663,Col. Fernando Ruiz García,col fernando ruiz garcia,col fernando ruiz garcia,False,1
2664,José Jiménez Ruiz,jose jimenez ruiz,jose jimenez ruiz,False,1
2665,Javier López,javier lopez,javier lopez,True,6
2666,Isabel Álvarez,isabel alvarez,isabel alvarez,True,10
2667,Carmen Martínez,carmen martinez,carmen martinez,True,7
2668,Carlos García,carlos garcia,carlos garcia,True,9
2669,Isabel Sánchez,isabel sanchez,isabel sanchez,True,7
2670,Lucía Ruiz,lucia ruiz,lucia ruiz,False,3
2671,Pablo  González Álvarez,pablo gonzalez alvarez,pablo gonzalez alvarez,False,1
2672,María Pérez,maria perez,maria perez,True,8
2673,Pilar Muñoz,pilar munoz,pilar munoz,True,6
2674,Javier Muñoz,javier munoz,javier munoz,True,10
2675,Lucía Pérez,lucia perez,lucia perez,True,7
2676,Isabel Pérez Gómez,isabel perez gomez,isabel perez gomez,False,1
2677,María Jiménez,maria jimenez,maria jimenez,True,11
2678,Elena Rodríguez Jiménez,elena rodriguez jimenez,elena rodriguez jimenez,True,2
2679,José González Moreno,jose gonzalez moreno,jose gonzalez moreno,False,1
2680,Sofía  Hernández,sofia hernandez,sofia hernandez,True,8
2681,Carlos Díaz,carlos diaz,carlos diaz,True,9
2682,María Jiménez,maria jimenez,maria jimenez,True,11
2683,Javier López Gutiérrez,javier lopez gutierrez,javier lopez gutierrez,False,1
2684,Pablo Alonso Gutiérrez,pablo alonso gutierrez,pablo alonso gutierrez,False,1
2685,José   Moreno,jose moreno,jose moreno,True,12
2686,Ana Moreno Hernández,ana moreno hernandez,ana moreno hernandez,False,1
2687,Isabel González Alonso,isabel gonzalez alonso,isabel gonzalez alonso,False,1
2688,Carmen Moreno Hernández,carmen moreno hernandez,carmen moreno hernandez,False,1
2689,Carlos Jiménez González,carlos jimenez gonzalez,carlos jimenez gonzalez,False,1
2690,Pedro Gutiérrez,pedro gutierrez,pedro gutierrez,True,11
2691,Rafael Martínez,rafael martinez,rafael martinez,True,4
2692,Ana Martín Jiménez,ana martin jimenez,ana martin jimenez,False,1
2693,Carmen Pérez García,carmen perez garcia,carmen perez garcia,False,1
2694,Carlos Sánchez Martínez,carlos sanchez martinez,carlos sanchez martinez,False,2
2695,Isabel Rodríguez Pérez,isabel rodriguez perez,isabel rodriguez perez,False,1
2696,Francisco Romero,francisco romero,francisco romero,True,4
2697,Elena Ruiz,elena ruiz,elena ruiz,True,6
2698,Rafael Díaz López,rafael diaz lopez,rafael diaz lopez,False,1
2699,Sr. Lucía García Fernández,lucia garcia fernandez,lucia garcia fernandez,True,2
2700,Rafael González,rafael gonzalez,rafael gonzalez,True,4
2701,Francisco Ruiz Álvarez,francisco ruiz alvarez,francisco ruiz alvarez,False,1
2702,José Martínez Hernández,jose martinez hernandez,jose martinez hernandez,False,1
2703,Lucía Moreno,lucia moreno,lucia moreno,True,8
2704,Carlos Sánchez Martínez,carlos sanchez martinez,carlos sanchez martinez,True,2
2705,Marta Romero Fernández,marta romero fernandez,marta romero fernandez,False,1
2706,Lucía Alonso Gutiérrez,lucia alonso gutierrez,lucia alonso gutierrez,False,2
2707,Fernando Sánchez Álvarez,fernando sanchez alvarez,fernando sanchez alvarez,False,2
2708,Juan López,juan lopez,juan lopez,True,3
2709,Teresa Álvarez,teresa alvarez,teresa alvarez,True,6
2710,Pablo Pérez López,pablo perez lopez,pablo perez lopez,False,2
2711,Javier Pérez Moreno,javier perez moreno,javier perez moreno,False,1
2712,Pablo Gómez Hernández,pablo gomez hernandez,pablo gomez hernandez,False,1
2713,Francisco Sánchez,francisco sanchez,francisco sanchez,True,6
2714,Elena Díaz,elena diaz,elena diaz,True,7
2715,Sra. Pilar Ruiz,pilar ruiz,pilar ruiz,True,3
2716,Pablo Muñoz Alonso,pablo munoz alonso,pablo munoz alonso,False,1
2717,Elena Rodríguez Romero,elena rodriguez romero,elena rodriguez romero,False,1
2718,Elena  González Gómez,elena gonzalez gomez,elena gonzalez gomez,False,1
2719,Carlos García Gutiérrez,carlos garcia gutierrez,carlos garcia gutierrez,False,1
2720,Pilar Pérez,pilar perez,pilar perez,True,4
2721,Ana Romero,ana romero,ana romero,True,6
2722,Pilar López,pilar lopez,pilar lopez,True,8
2723,Rafael Martín,rafael martin,rafael martin,True,7
2724,Luis Díaz,luis diaz,luis diaz,True,7
2725,Pilar Romero,pilar romero,pilar romero,True,6
2726,Marta Pérez Gutiérrez,marta perez gutierrez,marta perez gutierrez,True,3
2727,Pedro Martínez Gómez,pedro martinez gomez,pedro martinez gomez,False,1
2728,Javier Alonso Rodríguez,javier alonso rodriguez,javier alonso rodriguez,True,3
2729,Marta Hernández,marta hernandez,marta hernandez,True,9
2730,Carlos González,carlos gonzalez,carlos gonzalez,True,3
2731,Carlos Ruiz Moreno,carlos ruiz moreno,carlos ruiz moreno,False,1
2732,Pablo Moreno,pablo moreno,pablo moreno,True,6
2733,Sofía García Sánchez,sofia garcia sanchez,sofia garcia sanchez,True,2
2734,Juan Álvarez,juan alvarez,juan alvarez,True,5
2735,Lucía Pérez,lucia perez,lucia perez,True,7
2736,Lucía Martín Romero,lucia martin romero,lucia martin romero,False,1
2737,Marta Díaz Hernández,marta diaz hernandez,marta diaz hernandez,False,1
2738,José Gómez,jose gomez,jose gomez,True,8
2739,Elena Martínez Fernández,elena martinez fernandez,elena martinez fernandez,False,2
2740,Carlos Fernández,carlos fernandez,carlos fernandez,True,6
2741,Javier Álvarez Gómez,javier alvarez gomez,javier alvarez gomez,False,1
2742,José Martín Alonso,jose martin alonso,jose martin alonso,True,2
2743,Pedro Martín Hernández,pedro martin hernandez,pedro martin hernandez,False,1
2744,Pablo Díaz,pablo diaz,pablo diaz,True,6
2745,Fernando López Gutiérrez,fernando lopez gutierrez,fernando lopez gutierrez,False,1
2746,Juan Pérez Muñoz,juan perez munoz,juan perez munoz,False,1
